Date/Time,Date/Time_clean,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep) ,Month,Day,DistrictHeatingWater:Facility [J](TimeStep),DistrictCooling:Facility [W](TimeStep),DistrictHeatingWater:Facility [W](TimeStep),ASHP_cooling_COP,ASHP_heating_COP,ASHP_cooling_exergy_efficiency,ASHP_heating_exergy_efficiency,Cooling_demand_W_m2,Heating_demand_W_m2,Cooling_exergy_demand_W_m2,Heating_exergy_demand_W_m2,ASHP_cooling_exergy_efficiency_zero_filled,ASHP_heating_exergy_efficiency_zero_filled
 10/12  01:00:00,10/12 01:00:00,15.8,21.22203894062761,14.85311692879949,22.14390131664091,21.67154203861617,21.39785492642208,21.80740101880433,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  02:00:00,10/12 02:00:00,15.8,21.15967113696854,13.89626788664581,22.05202436116393,21.589381171325407,21.317458710735444,21.72605783143681,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  03:00:00,10/12 03:00:00,15.7,21.090557471562388,12.98384276728374,21.94845157542456,21.501246686417176,21.23430513475029,21.63507781812169,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  04:00:00,10/12 04:00:00,15.4,20.997392228196983,12.585676728854638,21.8529471849536,21.42386035183014,21.159905774935343,21.552610757648743,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  05:00:00,10/12 05:00:00,15.2,20.94579276349637,12.569173879432384,21.78213081187547,21.37066618972278,21.114158272587268,21.49438452968032,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  06:00:00,10/12 06:00:00,14.9,21.995105145080306,12.784147592254472,21.99962156061519,21.99747232719148,21.995180085563632,21.99831913410978,0.0,5846817.817510188,10,3,5846817.817510188,0.0,1624.1160604194965,,3.5838089041845183,,0.13277202009704178,0.0,3.178309315889426,-0.0,0.07640458332771231,0.0,0.13277202009704178
 10/12  07:00:00,10/12 07:00:00,15.1,21.99999999971137,12.594569402173766,21.99999999999781,21.999999999722597,21.999999998270933,21.999999999908653,0.0,6742898.232904462,10,3,6742898.232904462,0.0,1873.0272869179062,,3.6158675361962556,,0.13154214813531323,0.0,3.6654154342816168,-0.0,0.0856898746248003,0.0,0.13154214813531323
 10/12  08:00:00,10/12 08:00:00,15.2,21.999999999990976,12.80779064855929,21.999999999999897,21.999999999995715,21.999999999999783,21.999999999997662,0.0,10843.961236989704,10,3,10843.961236989704,0.0,3.0122114547193624,,3.427490821906485,,0.12354335393668568,0.0,0.005894738658942001,-0.0,0.0001358096658673676,0.0,0.12354335393668568
 10/12  09:00:00,10/12 09:00:00,15.4,21.999999999999925,13.8085268033868,22.0,21.99999999999998,22.0,21.999999999999982,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  10:00:00,10/12 10:00:00,17.3,22.000000000000018,20.5257414817563,22.000000000000018,22.000000000000018,22.00000000000002,22.000000000000018,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  11:00:00,10/12 11:00:00,19.1,22.0,30.008977499930317,22.0,22.0,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  12:00:00,10/12 12:00:00,21.0,21.99999999999999,38.378666016050765,21.99999999999999,21.99999999999999,21.99999999999999,21.999999999999982,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  13:00:00,10/12 13:00:00,21.7,21.999999999999996,42.705951169587,22.0,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  14:00:00,10/12 14:00:00,22.3,22.0,43.86165252548203,22.0,22.000000000000004,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/12  15:00:00,10/12 15:00:00,23.0,22.0,42.82485899628063,22.0,22.0,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/12  16:00:00,10/12 16:00:00,22.3,22.0,40.013672273972304,22.0,22.0,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/12  17:00:00,10/12 17:00:00,21.7,22.0,35.21685226124816,22.0,22.0,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  18:00:00,10/12 18:00:00,21.0,22.000000000000004,29.573158360542514,22.000000000000004,22.000000000000004,22.000000000000007,22.000000000000004,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  19:00:00,10/12 19:00:00,19.8,22.0,24.74410063872819,22.0,22.0,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  20:00:00,10/12 20:00:00,18.5,22.0,21.22313180880239,22.0,22.0,22.0,22.0,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  21:00:00,10/12 21:00:00,17.3,21.999999999999996,18.568244591305053,21.999999999999996,22.0,21.999999999999996,21.999999999999996,0.0,44962.8145403236,10,3,44962.8145403236,0.0,12.489670705645445,,3.5209268863081618,,0.10219325029464839,0.0,0.024441625647055664,-0.0,0.00038921104706475084,0.0,0.10219325029464839
 10/12  22:00:00,10/12 22:00:00,16.5,21.704144634716467,16.52360142262333,22.458981890537945,22.015301490615467,21.85483545691408,22.239460327606984,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  23:00:00,10/12 23:00:00,15.6,21.508701866037782,14.851084450525146,22.423011959264933,21.878287201977106,21.71555123776073,22.16925127401344,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/12  24:00:00,10/12 24:00:00,14.8,21.36674149027672,13.477653157950732,22.357492027878717,21.77715507366411,21.60781039137951,22.09738665209949,0.0,0.0,10,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  01:00:00,10/13 01:00:00,14.3,21.247575710631217,12.284376780868753,22.24377115225999,21.66533815485489,21.500478475731747,21.993214578339995,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  02:00:00,10/13 02:00:00,13.8,21.12963649734048,11.159647653308536,22.12418588707058,21.55593505369254,21.39611403419352,21.88526827821959,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  03:00:00,10/13 03:00:00,13.3,21.00921796195608,10.12831472506688,21.99129012935903,21.44176826528493,21.290266149415174,21.767088266336657,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  04:00:00,10/13 04:00:00,12.6,20.866039168754803,9.253279895428667,21.836480734015225,21.307842257590387,21.166822097810574,21.628089585112576,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  05:00:00,10/13 05:00:00,11.8,20.74324829304702,8.536795685825478,21.70101382138529,21.19515665071816,21.066557076887577,21.50864017279295,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  06:00:00,10/13 06:00:00,11.1,21.99434754565057,7.944382895635203,21.99943682191698,21.99688193162143,21.99588044468519,21.998682326423225,0.0,7148629.950233718,10,4,7148629.950233718,0.0,1985.7305417315883,,3.423880456045545,,0.17034200567659585,0.0,3.8859697489854956,-0.0,0.14343864400379316,0.0,0.17034200567659585
 10/13  07:00:00,10/13 07:00:00,11.9,21.99999999998915,7.83341395355813,21.99999999999992,21.999999999994092,21.99999999998462,21.999999999999325,0.0,8601073.423302604,10,4,8601073.423302604,0.0,2389.1870620285013,,3.496787636685587,,0.16461740245078813,0.0,4.675512841543055,-0.0,0.15999552667977615,0.0,0.16461740245078813
 10/13  08:00:00,10/13 08:00:00,12.7,22.0,9.95999781758198,22.0,21.99999999999999,21.999999999999996,22.0,0.0,655387.939911339,10,4,655387.939911339,0.0,182.0522055309275,,3.333253421090533,,0.14800427960328294,0.0,0.35626654702725535,-0.0,0.011225745849071569,0.0,0.14800427960328294
 10/13  09:00:00,10/13 09:00:00,13.5,22.0,14.631980582577045,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  10:00:00,10/13 10:00:00,16.2,22.0,23.54514499587161,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  11:00:00,10/13 11:00:00,18.8,21.99999999999999,32.03205117151559,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  12:00:00,10/13 12:00:00,21.5,22.0,39.006641564482905,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  13:00:00,10/13 13:00:00,22.3,21.999999999999996,43.54912152373005,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/13  14:00:00,10/13 14:00:00,23.2,22.0,45.03321193868357,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/13  15:00:00,10/13 15:00:00,24.0,22.0,43.91238142614676,22.000000000000004,22.000000000000004,22.0,22.000000000000004,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/13  16:00:00,10/13 16:00:00,23.1,22.0,41.04285258121912,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/13  17:00:00,10/13 17:00:00,22.3,22.0,36.43959048240792,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/13  18:00:00,10/13 18:00:00,21.4,22.000000000000004,30.65371116710111,22.000000000000004,22.000000000000004,22.000000000000004,22.000000000000004,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  19:00:00,10/13 19:00:00,20.5,21.999999999999996,25.985095882453507,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  20:00:00,10/13 20:00:00,19.7,22.0,22.626335676731404,22.0,22.0,22.0,22.0,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  21:00:00,10/13 21:00:00,18.8,21.999999999999996,20.061885615821943,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  22:00:00,10/13 22:00:00,18.2,21.87498465401467,18.340292327427925,22.596825056864137,22.24889066778417,21.96824780186516,22.29492430573957,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  23:00:00,10/13 23:00:00,17.5,21.719045984340788,17.095114635315525,22.617422590554582,22.190974421052477,21.866975064681125,22.25897085607277,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/13  24:00:00,10/13 24:00:00,16.9,21.441570700457945,16.209211949448225,22.453216243099988,21.994825399345476,21.64360819869983,22.074991662107507,0.0,0.0,10,4,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  01:00:00,10/14 01:00:00,16.4,21.33198148115805,15.56066798095262,22.35884684136412,21.8979757223443,21.54485187766127,21.9840647467588,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  02:00:00,10/14 02:00:00,15.8,21.192386206343,15.092257849848467,22.23813172115005,21.78423986421059,21.435706552784183,21.87342575219096,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  03:00:00,10/14 03:00:00,15.3,21.071053836828817,14.873610595704342,22.124539877628905,21.681832043915666,21.34157076041747,21.772229169313587,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  04:00:00,10/14 04:00:00,15.0,20.970386027183,14.355287253202611,21.992664452250796,21.56555582246255,21.237335354686397,21.655141994952537,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  05:00:00,10/14 05:00:00,14.6,20.8586343864672,13.626916350911912,21.855164445774594,21.44418916306457,21.128451151249912,21.532659553306488,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  06:00:00,10/14 06:00:00,14.3,21.994534815360588,12.89549475250923,21.999880720602967,21.998352760364348,21.99603290703388,21.998826490268662,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  07:00:00,10/14 07:00:00,14.7,21.99994837631622,12.333820073404196,21.999999564931937,21.999985426182512,21.99994906846748,21.99999086637085,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  08:00:00,10/14 08:00:00,15.2,21.99999994953369,13.92318531790325,21.99999999887804,21.999999948649275,21.999999915347782,21.9999999942176,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  09:00:00,10/14 09:00:00,15.6,21.99999999999597,18.146744451544,21.999999999998348,21.99999999987516,21.999999999989598,21.99999999999937,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  10:00:00,10/14 10:00:00,17.7,22.00000000000001,26.19547295012465,22.00000000000001,21.99999999999983,22.00000000000001,22.00000000000001,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  11:00:00,10/14 11:00:00,19.8,21.999999999999982,33.90799696097928,21.999999999999982,21.999999999999982,21.999999999999982,21.999999999999982,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  12:00:00,10/14 12:00:00,21.9,22.000000000000004,40.03640493384245,22.000000000000004,22.000000000000004,22.000000000000004,22.000000000000004,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  13:00:00,10/14 13:00:00,22.0,22.0,43.48342476395487,22.0,22.0,22.0,22.0,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  14:00:00,10/14 14:00:00,22.2,22.0,44.20814147361035,22.0,22.0,22.000000000000004,22.0,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/14  15:00:00,10/14 15:00:00,22.3,22.0,43.028492374278855,22.000000000000004,22.0,22.0,22.0,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 10/14  16:00:00,10/14 16:00:00,21.3,22.0,39.93836169506466,22.0,22.0,22.0,22.0,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  17:00:00,10/14 17:00:00,20.3,22.0,34.79381808399714,22.0,22.0,22.0,22.0,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  18:00:00,10/14 18:00:00,19.3,21.6373558330123,28.719526189284924,22.77600573215016,22.14916114680688,21.720141801398903,22.48123168228512,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  19:00:00,10/14 19:00:00,18.3,21.42220358301697,23.689947360790008,22.716345778405618,22.04693920936367,21.528718095061613,22.24985477693197,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  20:00:00,10/14 20:00:00,17.3,21.243100541302955,20.13221208750909,22.62825514833132,21.945545173972857,21.39415113597865,22.104776011739084,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  21:00:00,10/14 21:00:00,16.3,21.10268934974565,17.420341105480006,22.52136783422555,21.846971201457123,21.291532106203466,21.981980042785683,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  22:00:00,10/14 22:00:00,15.9,21.01843275480508,15.500353786484734,22.42757874833895,21.765002396419693,21.215122484155412,21.90345766808116,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  23:00:00,10/14 23:00:00,15.5,20.93743064911193,14.098791232227406,22.32388074757757,21.68120159119089,21.14575684792414,21.822653497661644,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/14  24:00:00,10/14 24:00:00,15.1,20.85533805268656,13.045542357669262,22.21078263999438,21.591567026323084,21.073802212520185,21.73661409879288,0.0,0.0,10,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  01:00:00,10/15 01:00:00,14.9,20.783760445149284,12.209906223388993,22.092454718532,21.497817636143427,21.00045148494033,21.643241435034447,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  02:00:00,10/15 02:00:00,14.7,20.70851387275427,11.523761594559964,21.969440161118285,21.399886655183494,20.92179399658628,21.54389093686284,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  03:00:00,10/15 03:00:00,14.5,20.62609173738413,10.96206645467888,21.83463153459907,21.2900360945454,20.83441723982124,21.432671073627795,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  04:00:00,10/15 04:00:00,13.8,20.49943243831291,10.44555024601172,21.678267358760984,21.161960049112945,20.728462704590328,21.30083837695788,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  05:00:00,10/15 05:00:00,13.2,20.379031384939385,9.982429937811144,21.520421210465493,21.027686004966974,20.618403545052075,21.16309103975306,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  06:00:00,10/15 06:00:00,12.5,20.24096755855839,9.502494058387056,21.35171846180073,20.88393006172813,20.495582400470624,21.012028101483104,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  07:00:00,10/15 07:00:00,13.2,20.21027427177024,9.442257099184316,21.235688828334485,20.788285585893757,20.42171425395029,20.91199463473567,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  08:00:00,10/15 08:00:00,14.0,20.221820280603374,11.292845643646286,21.45350750861777,21.34673684559596,20.47887834022179,20.95057606731565,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  09:00:00,10/15 09:00:00,14.7,20.276505939557644,15.330137002259892,22.112397527212305,22.379097076255317,20.61310175683705,21.07370955721705,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  10:00:00,10/15 10:00:00,15.6,20.385645564018905,22.15369790025099,23.01892694774503,23.055682739941663,20.756270823991468,21.23413152503389,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  11:00:00,10/15 11:00:00,16.6,20.54238868332286,28.17342244560951,23.908809149858797,23.08392313858068,20.857876584264545,21.410335404461364,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  12:00:00,10/15 12:00:00,17.5,20.69345044331955,32.44930567573303,24.67648206202561,22.506979801377447,20.888830410680946,21.519214545198512,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  13:00:00,10/15 13:00:00,17.7,20.76575594183761,35.77574559164604,25.236317505131154,22.319466253050024,20.908395267089222,21.5852373991488,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  14:00:00,10/15 14:00:00,17.8,20.828237453771607,37.55183409173369,25.56177287145405,22.259035670991416,20.923983541384224,21.9268292890181,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  15:00:00,10/15 15:00:00,18.0,20.894131595254187,37.791825574436885,25.616232434246776,22.255924406694326,20.949174356472724,22.92731197170863,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  16:00:00,10/15 16:00:00,17.0,20.86933607863704,34.736391561201515,25.19555709160522,22.220663751559982,20.99218191374562,23.406464986330068,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  17:00:00,10/15 17:00:00,15.9,20.81356353161209,29.56702770003624,24.55942395238762,22.07861781426421,20.956821960854096,23.50007372616332,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  18:00:00,10/15 18:00:00,14.9,20.670499390051177,23.738291776777157,23.66278179046205,21.82116543691492,20.78181882640321,22.580981119338738,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  19:00:00,10/15 19:00:00,14.5,20.520251565898185,19.17012448035648,23.132132636335417,21.608496189338616,20.62736289633101,22.02991532344457,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  20:00:00,10/15 20:00:00,14.2,20.41832058273261,16.208246876933305,22.818739518942856,21.45105364166679,20.52446279334877,21.724123216377816,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  21:00:00,10/15 21:00:00,13.8,20.33009097523479,14.072738335494847,22.589370662973224,21.322364812928186,20.44372708148251,21.534164921571847,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  22:00:00,10/15 22:00:00,13.5,20.259741628459143,12.54261709394742,22.401405265033983,21.20891540843274,20.37605966008485,21.400852394968197,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  23:00:00,10/15 23:00:00,13.1,20.181842491965785,11.338307434052007,22.22036713432276,21.094584625906617,20.305567232107208,21.279324430409964,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/15  24:00:00,10/15 24:00:00,12.8,20.23759545802265,10.393198638864856,22.170158387333743,21.121380177773386,20.3840512295615,21.299177029128305,0.0,0.0,10,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/16  01:00:00,10/16 01:00:00,12.2,20.16014726795585,9.338225524908044,22.02035867839009,21.03152510784576,20.322526213440227,21.20836951922366,0.0,0.0,10,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/16  02:00:00,10/16 02:00:00,11.5,20.072479172553457,8.14990718743393,21.86390779117233,20.930422187592992,20.260171484913947,21.102658100141003,0.0,0.0,10,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/16  03:00:00,10/16 03:00:00,10.9,19.97253766430604,6.974962346932617,21.699080304794947,20.81632594238833,20.180171886297764,20.98326222025816,0.0,0.0,10,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/16  04:00:00,10/16 04:00:00,10.4,19.870268490972794,6.213897325890462,21.520115439408983,20.691988865035444,20.09088827414377,20.852625028760947,0.0,0.0,10,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/16  05:00:00,10/16 05:00:00,9.8,19.779386347408288,5.752963749693507,21.357389068447223,20.57997688838353,20.014912114767423,20.734980915145755,0.0,0.0,10,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 10/16  06:00:00,10/16 06:00:00,9.3,21.989229106405997,5.556063195327304,21.9987569385222,21.99479503829101,21.99015851840488,21.99579941489433,0.0,14595306.839241374,10,0,14595306.839241374,0.0,4054.2518997892707,,3.461541799532866,,0.19304520663359065,0.0,7.933956751055324,-0.0,0.3411128884468326,0.0,0.19304520663359065
 10/16  07:00:00,10/16 07:00:00,10.2,22.000000000000004,5.661317820712185,21.999999999999996,21.999999999999996,22.0,22.000000000000004,0.0,18212682.20712676,10,0,18212682.20712676,0.0,5059.078390868544,,3.5607633080654755,,0.18786536651601277,0.0,9.900349101504,-0.0,0.3958127033635348,0.0,0.18786536651601277
 10/16  08:00:00,10/16 08:00:00,11.2,22.0,7.736902001964159,22.0,22.0,22.0,22.0,0.0,6908030.236888621,10,0,6908030.236888621,0.0,1918.897288024617,,3.423723782509547,,0.16918965880733705,0.0,3.7551806027879002,-0.0,0.13740792990042136,0.0,0.16918965880733705
 10/16  09:00:00,10/16 09:00:00,12.1,22.0,12.227791666548724,22.0,22.0,22.0,22.0,0.0,2304613.003656277,10,0,2304613.003656277,0.0,640.1702787934103,,3.3529381283962967,,0.155603657885616,0.0,1.2527794105546188,-0.0,0.04202106103503542,0.0,0.155603657885616
 10/16  10:00:00,10/16 10:00:00,13.6,22.000000000000018,20.411269514720477,22.00000000000001,22.00000000000001,22.00000000000001,22.000000000000018,0.0,110514.38603993977,10,0,110514.38603993977,0.0,30.698440566649936,,3.3581619664050866,,0.13900656395359662,0.0,0.06007522615782766,-0.0,0.0017097472462332727,0.0,0.13900656395359662
