Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATTIC:Zone Air Temperature [C](Hourly),CORE_ZN:Zone Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Air Temperature [C](Hourly),ExteriorLights:Electricity [J](Hourly),Fans:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly) 
 05/21  15:00:00,27.05,39.18361247321625,22.37679563851215,23.654146519778333,24.013248535409748,23.37473329487052,24.019186870272055,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 05/21  16:00:00,26.891666666666666,38.326137713312136,22.41249907022467,23.682840884309915,24.025077849318915,23.40770042131221,24.139129296299853,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 05/21  17:00:00,26.133333333333336,36.33018598593028,22.39489690031476,23.5873070597641,23.92580745350514,23.333132775166877,24.080226531354764,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 05/21  18:00:00,25.391666666666666,33.45135623574415,22.354282503830195,23.41489134918962,23.75576048348891,23.197719385358784,23.900535533322586,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 05/21  19:00:00,24.691666666666666,29.831008814980887,22.298024599592676,23.20264459784642,23.54910275142267,23.028977617993842,23.61968219018055,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 05/21  20:00:00,23.991666666666664,26.410811675029183,22.226343484289632,23.00663264164473,23.35238985438305,22.865240832493697,23.375474007012993,5527200.0,0.0,5940057.91392,990009.6523200001,12457267.566240001,0.0,0.0 
 05/21  21:00:00,23.291666666666668,24.404853378142718,22.149460013498814,22.863837971370042,23.201719947626533,22.74384674077282,23.210428019085672,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 05/21  22:00:00,22.708333333333332,23.4139830369258,22.08026260810874,22.751576570420962,23.079566367750363,22.64781302393097,23.084844570104277,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 05/21  23:00:00,22.266666666666666,22.311816608769153,22.017718332294198,22.640504243379514,22.959998231400533,22.553720435447328,22.965384140963575,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 05/21  24:00:00,21.808333333333337,21.148816490781474,22.075313047715742,22.599725366983794,22.9064244289715,22.53520784792181,22.912020377520435,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/22  01:00:00,21.191666666666666,20.221571278579123,22.03577663088137,22.499286081111887,22.79502534003588,22.451706433244762,22.800761640728382,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/22  02:00:00,20.55,19.35532867227918,21.961256169706644,22.423008264998746,22.705346949346204,22.38208720369948,22.711780199686505,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/22  03:00:00,19.891666666666666,19.045028918089695,21.87512394711058,22.294637228957864,22.562577911997383,22.26529865933391,22.56831735748789,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/22  04:00:00,19.658333333333335,19.312505373672124,21.804585849726454,22.183200647015294,22.435861785785292,22.162685738295732,22.44097875428807,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/22  05:00:00,19.700000000000003,18.475429475653275,21.789274280153574,22.135185273150167,22.37411589213704,22.11857903194817,22.379232169115692,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/22  06:00:00,19.758333333333333,18.028194705541516,21.916058343061533,22.205311765849036,22.44165170863668,22.191295546196127,22.445412618795956,2763600.0,0.0,7920077.218560001,1980019.3046400002,12663696.523200002,0.0,0.0 
 05/22  07:00:00,19.974999999999998,18.70517642870114,22.06755302665188,22.37165306012405,22.59186083136251,22.351406984175068,22.585516332839145,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/22  08:00:00,20.21666666666667,20.187566406175797,23.083196150787057,23.365238443295127,23.53803691215,23.331216526563825,23.523005215332603,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,0.0 
 05/22  09:00:00,20.474999999999998,21.612483421620208,23.602494630899997,23.869480123510403,23.96676832373606,23.828117258595636,23.960885429354803,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,481329.5010567018,0.0 
 05/22  10:00:00,20.95,22.9499934158718,23.911023979310972,23.99999996473822,23.999999999997915,23.999991893405895,23.999999999996493,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,4933914.139030775,0.0 
 05/22  11:00:00,21.491666666666664,24.48659736257565,23.999999983568145,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,9478147.391902499,0.0 
 05/22  12:00:00,22.05,25.856245585621522,24.0,24.0,24.0,24.0,24.0,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,8001514.512154811,0.0 
 05/22  13:00:00,22.125,26.775199792577457,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,12414858.630697059,0.0 
 05/22  14:00:00,21.88333333333334,27.087446421433906,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,13071848.661818564,0.0 
 05/22  15:00:00,21.625,25.260783748857268,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,13441832.556347845,0.0 
 05/22  16:00:00,21.441666666666666,21.879654068977427,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,14790951.569436254,0.0 
 05/22  17:00:00,21.341666666666665,22.87812553378636,23.943124456481574,24.0,24.0,24.0,24.0,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,2449107.443834639,0.0 
 05/22  18:00:00,21.241666666666667,22.859347270092897,23.56466620164372,23.772751575333615,23.838695788511416,23.737947505895423,23.838594424808722,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/22  19:00:00,21.025000000000002,21.841790824807518,23.356079029957783,23.513414178527388,23.593990131858785,23.488608820475523,23.592557233164545,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/22  20:00:00,20.724999999999998,20.499385651579406,23.15921490865691,23.250784340658186,23.337794590269095,23.241652591418628,23.335720680836157,5527200.0,0.0,7920077.218560001,3960038.6092800004,17407315.82784,0.0,0.0 
 05/22  21:00:00,20.425,19.42472864152761,23.011078143923214,23.056397761014022,23.144362300682403,23.058719322493094,23.142052297142868,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,0.0 
 05/22  22:00:00,20.241666666666667,18.64904943396812,22.712902443084754,22.753451497807564,22.828230663979554,22.76727193119329,22.825771094598654,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/22  23:00:00,20.200000000000003,18.16129790530096,22.523400909872617,22.548678442390724,22.62282800273287,22.570169031588193,22.620357900474847,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/22  24:00:00,20.141666666666666,18.420320452776945,22.374766248724146,22.381693998694228,22.45453106006343,22.4065523035282,22.451690064948895,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/23  01:00:00,19.983333333333334,19.140066663389234,22.247791663013903,22.23907507509651,22.309022962053792,22.26716566649408,22.306390456148083,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/23  02:00:00,19.841666666666665,18.273934827610972,22.134188387523764,22.124207477056874,22.18919544469654,22.153960878503895,22.185901689739342,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/23  03:00:00,19.683333333333337,18.204173843442756,22.02688344111129,21.994439500551824,22.05493245456977,22.027006470074355,22.052024045960053,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/23  04:00:00,18.958333333333332,18.427761715873718,21.879765410612986,21.817931632222727,21.878802153309,21.85823913097248,21.876270366636433,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/23  05:00:00,17.916666666666668,17.098355935424582,21.70396567894233,21.637210135553303,21.698457391944824,21.68232454810151,21.69614034112423,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/23  06:00:00,16.858333333333334,15.80290696180976,21.80870534003539,21.641605703945476,21.71249167792539,21.697587822751228,21.71123471915358,2763600.0,0.0,7920077.218560001,1980019.3046400002,12663696.523200002,0.0,0.0 
 05/23  07:00:00,16.633333333333333,15.279405845074784,21.874081746152537,21.693529900513585,21.75791501305442,21.746862074396603,21.757673948514782,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/23  08:00:00,17.091666666666665,16.058322533660093,22.678249165830795,22.523150746311455,22.55539609422516,22.555610943308185,22.555441888253252,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,0.0 
 05/23  09:00:00,17.533333333333335,17.523751048389567,23.126584493372523,23.00684409976195,23.02665013366342,23.023540132373203,23.023258185253127,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,0.0 
 05/23  10:00:00,17.991666666666667,19.39249963296472,23.39545639295585,23.33140255944195,23.34681461700806,23.33178934365795,23.337353447106096,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,0.0 
 05/23  11:00:00,18.491666666666667,21.284185282275406,23.620548533179463,23.612481892518062,23.61886329023805,23.596334041255275,23.607639812554027,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,0.0 
 05/23  12:00:00,18.933333333333334,23.059878486810437,23.73257614783188,23.79902703749711,23.788448085058338,23.76192309673897,23.782894336198684,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,0.0,0.0 
 05/23  13:00:00,19.275000000000002,26.97936449616216,23.937270381879088,23.998595121292723,23.99590884046295,23.9904598526622,23.995508272027028,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,3264214.3117294516,0.0 
 05/23  14:00:00,19.633333333333333,32.617851189657756,23.9999999999,24.000000000000014,24.000000000000014,24.000000000000014,24.000000000000014,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,8294168.075088924,0.0 
 05/23  15:00:00,20.033333333333335,36.843743362269805,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,11774659.37545285,0.0 
 05/23  16:00:00,20.375,38.507339207932525,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,14724324.47425143,0.0 
 05/23  17:00:00,20.675,37.50184248051885,23.87025205924439,24.0,24.0,24.0,24.0,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,5808010.186367703,0.0 
 05/23  18:00:00,21.033333333333335,34.22675677871903,23.531456153859367,23.897453735015592,23.803123349695706,23.854321524496267,24.00000000000001,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,3514865.5779776545,0.0 
 05/23  19:00:00,20.325000000000003,29.30527545076909,23.3575437297919,23.632002006926456,23.520793132296458,23.75635138058466,24.000000000000004,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,2043539.1030805414,0.0 
 05/23  20:00:00,18.883333333333333,24.02059311527208,23.152753377831758,23.236806654780292,23.169330862157597,23.364585061607993,23.93511111550951,5527200.0,0.0,7920077.218560001,3960038.6092800004,17407315.82784,206851.5058943838,0.0 
 05/23  21:00:00,17.425,19.8935067605595,22.943657219734977,22.88076134496976,22.8487151221569,22.96814969818941,23.544553324946502,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,0.0 
 05/23  22:00:00,16.741666666666667,17.339677379360687,22.403804420051333,22.39141878108664,22.36025089241851,22.468527906808443,22.992108668163258,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/23  23:00:00,16.583333333333332,16.005371126639748,22.128898319740742,22.14012762971763,22.11459155376696,22.21837622301398,22.725487058846483,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/23  24:00:00,16.441666666666666,15.455950883705782,21.980075837206453,21.98456458576979,21.95895908272411,22.066015153348236,22.563793085042832,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/24  01:00:00,16.224999999999998,15.33691605306008,21.850902381837738,21.844708114689933,21.818184860298974,21.92951624564536,22.412524135511088,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/24  02:00:00,15.983333333333334,15.201594693258166,21.725867528573442,21.70649059525353,21.679314586047933,21.79455516179405,22.25995567701418,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/24  03:00:00,15.725,15.209464718665137,21.603239455847874,21.570692371131987,21.543057109064524,21.662368417226286,22.107382955325587,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/24  04:00:00,15.599999999999996,15.141955010026107,21.487683156310172,21.43505471242685,21.409781123643114,21.53379544301499,21.956041759203217,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/24  05:00:00,15.658333333333333,15.033768077225583,21.414056719447572,21.335595271790364,21.310802557121246,21.437942135529283,21.837736260821448,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/24  06:00:00,15.700000000000001,14.906634005044998,21.68237113268994,21.47169720426046,21.53569436467504,21.609578358651817,21.962329962043494,2763600.0,0.0,7920077.218560001,1980019.3046400002,12663696.523200002,0.0,0.0 
 05/24  07:00:00,16.283333333333335,16.37846832482149,21.84488896825634,21.698992077251884,22.329586068698024,21.955066115647295,22.126860857218386,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/24  08:00:00,17.224999999999998,21.267591256392887,22.71182307423565,22.68540481967932,23.845876010203895,22.857260571813075,23.00306932783464,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,1210364.9171994752,0.0 
 05/24  09:00:00,18.183333333333337,29.07187991603534,23.2782290208213,23.351637477729767,23.99999999999982,23.42286996175692,23.591307788466853,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,3923777.741446942,0.0 
 05/24  10:00:00,19.825,37.299381590131084,23.70403591587102,23.845380942338338,24.0,23.873705070003215,23.96646817005042,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,5680730.283219337,0.0 
 05/24  11:00:00,21.866666666666664,43.953046629220246,23.993191043522575,23.999999997252065,24.00000000000001,23.999999999506855,24.00000000000001,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,11719115.050819788,0.0 
 05/24  12:00:00,23.925,46.38310661177778,24.0,24.0,24.0,24.0,24.0,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,12547474.543767083,0.0 
 05/24  13:00:00,25.03333333333333,46.22309135359155,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,22024864.72670597,0.0 
 05/24  14:00:00,25.491666666666664,44.89068517318594,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,25080129.928369693,0.0 
 05/24  15:00:00,25.933333333333334,42.2962407843498,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,27882909.47379115,0.0 
 05/24  16:00:00,25.575,39.200055270716895,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,28226580.550562184,0.0 
 05/24  17:00:00,24.733333333333334,35.79892642415634,24.000000000000014,24.000000000000014,24.000000000000014,24.000000000000014,24.000000000000014,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,10321364.791111477,0.0 
 05/24  18:00:00,23.875,31.886520051962012,23.813481932601608,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,3244036.4363151654,0.0 
 05/24  19:00:00,22.625,27.685997458920028,23.638883406312104,23.96001916624739,24.00000000000001,23.95702647883633,24.00000000000001,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,1058478.7163324526,0.0 
 05/24  20:00:00,21.183333333333337,23.69815838194008,23.450545327749,23.669472544021104,23.992688941080136,23.683897376903214,23.90181446342217,4145400.0,0.0,7920077.218560001,3960038.6092800004,16025515.827840002,100188.28815340187,0.0 
 05/24  21:00:00,19.724999999999998,20.577248718934694,23.294527249459723,23.40710343414761,23.859394097028545,23.441726578896084,23.657416522796535,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,0.0 
 05/24  22:00:00,18.925,18.574137236748527,22.893446820434992,23.019449119662436,23.471217089123503,23.067394643675282,23.25636671487599,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/24  23:00:00,18.566666666666666,17.61991209254902,22.655712727984096,22.791601428054207,23.239672278029815,22.845649929332314,23.025725983791556,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/24  24:00:00,18.224999999999998,17.019744883754345,22.498482400005955,22.61985622228393,23.060848508501092,22.680490969610165,22.850564858635384,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/25  01:00:00,17.808333333333337,16.504202009938975,22.35771746548882,22.455594505257878,22.885633337585205,22.522486530676456,22.680268677029773,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/25  02:00:00,17.308333333333337,15.737951792261578,22.2124866986837,22.279444715736545,22.69815348449987,22.353513368978394,22.49746213052175,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/25  03:00:00,16.808333333333334,14.782729834873633,22.065021663607386,22.09605341147388,22.502314058983515,22.17807719944324,22.30775721288826,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/25  04:00:00,16.541666666666668,13.774031796729766,21.929421920408974,21.928579658701825,22.32148913684073,22.016997432319116,22.133854557835676,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/25  05:00:00,16.441666666666666,13.30058976905115,21.836238093137055,21.813484415286254,22.191075716900666,21.904586257473465,22.009201286791285,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/25  06:00:00,16.341666666666665,13.25763674038249,22.06808288141705,21.915384781428727,22.29543043308179,22.0134474370511,22.11781162670278,2763600.0,0.0,7920077.218560001,1980019.3046400002,12663696.523200002,0.0,0.0 
 05/25  07:00:00,17.233333333333334,14.472925549211666,22.209783567638823,22.088023527422365,22.437164510093453,22.173029606789658,22.261446619854286,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/25  08:00:00,18.891666666666666,16.740494842850826,23.142187181232543,23.095450189144838,23.38276987887004,23.142648963944584,23.21840054983411,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,0.0 
 05/25  09:00:00,20.533333333333335,19.02303769620445,23.749787742775293,23.737994742635294,23.934373880601033,23.76224934398913,23.830080805683394,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,296912.33277146425,0.0 
 05/25  10:00:00,21.900000000000002,22.121872649167404,23.9992517250017,23.999991936726015,23.999999999998902,23.99999303501785,23.999999967151226,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,6719160.959404906,0.0 
 05/25  11:00:00,23.15833333333333,27.128260392877664,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,14297597.295774147,0.0 
 05/25  12:00:00,24.400000000000002,32.93662610004018,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,14102082.153862577,0.0 
 05/25  13:00:00,25.075,37.39783212716006,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,22707655.21752484,0.0 
 05/25  14:00:00,25.375,39.43445816810284,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,25827533.108929347,0.0 
 05/25  15:00:00,25.675,39.923436896070235,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,29027620.98467295,0.0 
 05/25  16:00:00,25.625,39.6337995297685,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,31425848.575755704,0.0 
 05/25  17:00:00,25.26666666666667,38.13239165284441,24.0,24.0,24.0,24.0,24.0,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,13156627.36897811,0.0 
 05/25  18:00:00,24.925,35.30654761839818,23.843193482144372,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,5650817.630504178,0.0 
 05/25  19:00:00,24.333333333333332,31.269746146950997,23.693010709618164,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,2624502.8845479926,0.0 
 05/25  20:00:00,23.53333333333333,27.296305826834594,23.50993691930128,23.8877140535175,23.966933071537625,23.872089827404313,23.999999999999996,4145400.0,0.0,7920077.218560001,3960038.6092800004,16025515.827840002,311074.0268730172,0.0 
 05/25  21:00:00,22.733333333333334,24.573698183212816,23.371222831744316,23.700188041404047,23.82527565374619,23.68102746468097,23.95362820181531,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,2061.0811007495918,0.0 
 05/25  22:00:00,22.458333333333332,23.147265629405965,23.1941216582041,23.49187589300594,23.620250107238792,23.48119667447723,23.74108678762681,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/25  23:00:00,22.558333333333334,22.1297625471811,23.07545661323709,23.346619833292852,23.478949859073946,23.344020641180546,23.599509341870732,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/25  24:00:00,22.658333333333335,21.336618322444725,22.969479924110633,23.21917560659925,23.354560138951147,23.223497850276676,23.47725504327273,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/26  01:00:00,22.758333333333336,20.703941681535444,22.897262552962818,23.12782903210991,23.2631293605592,23.137405301146618,23.38577119696016,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/26  02:00:00,22.858333333333334,20.38585258948618,22.836422888258294,23.054057040521965,23.18729463508493,23.06675990611467,23.308014503598198,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/26  03:00:00,22.958333333333332,20.239205528840106,22.778551287802532,22.98559443954436,23.117654968647305,23.000357731959724,23.23243861205628,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/26  04:00:00,22.825000000000003,20.14177474698214,22.707393249280063,22.904164416893504,23.03491912527649,22.920847064226788,23.144043324863144,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/26  05:00:00,22.525000000000002,19.957242916857123,22.643771587530395,22.82659156181008,22.954309693380342,22.846385593756846,23.059248494749685,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/26  06:00:00,22.224999999999998,19.727341815147355,22.63808658121202,22.80770779136869,22.934863553880017,22.830165493243708,23.03779949675526,2763600.0,0.0,7920077.218560001,1980019.3046400002,12663696.523200002,0.0,0.0 
 05/26  07:00:00,21.75,19.931526786705508,22.727624929123106,22.900039574782777,23.014148374010446,22.918423954947325,23.112217779501094,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,0.0 
 05/26  08:00:00,21.09166666666667,20.56780634350849,23.676236948859696,23.809801451033724,23.863102348586306,23.816329052526783,23.909594928839677,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,760246.0118433811,0.0 
 05/26  09:00:00,20.45,20.850908510755513,23.99524445877258,23.99999997539541,23.999999999615465,23.999999989301056,23.99999999999873,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,6080965.387388201,0.0 
 05/26  10:00:00,20.666666666666668,20.64958523308753,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,24.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,12297789.11400904,0.0 
 05/26  11:00:00,21.40833333333333,25.84593227672112,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,17647697.872380424,0.0 
 05/26  12:00:00,22.166666666666668,31.404267859315166,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,16186718.785860162,0.0 
 05/26  13:00:00,23.083333333333332,35.142825301124475,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,22486339.65599163,0.0 
 05/26  14:00:00,24.083333333333332,37.376269385603734,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,25233478.48502796,0.0 
 05/26  15:00:00,25.083333333333332,38.33114970965526,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,28255716.818503022,0.0 
 05/26  16:00:00,25.441666666666666,37.93579715224643,24.0,24.0,24.0,24.0,24.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,29487584.595679693,0.0 
 05/26  17:00:00,25.34166666666667,36.185160404997724,24.0,24.0,24.0,24.0,24.0,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,12600858.85698408,0.0 
 05/26  18:00:00,25.24166666666667,33.44409090919791,23.939008452110155,24.0,24.0,24.0,24.0,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,4590856.342043177,0.0 
 05/26  19:00:00,24.441666666666666,29.962822300596958,23.79364902481571,24.00000000000001,24.00000000000001,24.00000000000001,24.00000000000001,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,2082707.865302883,0.0 
 05/26  20:00:00,23.141666666666666,26.1047471015475,23.593931848581974,23.928705182840016,23.959274445273063,23.904074224790534,23.994161182939973,4145400.0,0.0,7920077.218560001,3960038.6092800004,16025515.827840002,120906.08907032793,0.0 
 05/26  21:00:00,21.84166666666667,23.284770817113756,23.43812098110296,23.731687268251353,23.789977928340992,23.713487139621407,23.878271714323237,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,0.0 
 05/26  22:00:00,20.891666666666666,21.732047041025414,23.138243169748645,23.422091171711923,23.479890256490197,23.419969372304124,23.56804181750719,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 05/26  23:00:00,20.25,20.628154101908386,22.90825508370693,23.179768756588103,23.244580962639944,23.189156517585943,23.33436667149974,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 05/26  24:00:00,19.59166666666667,19.662711563128656,22.581821025382066,22.859753247884356,22.93272516722213,22.876436094001587,23.02518860327176,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
